Checkpoint,arrive,ascend,chase,climb,crawl,creep,cross,cycle,dash,depart,descend,drift,flee,float,fly,gallop,glide,go,hasten,hike,hurry,inch,journey,limp,lurch,march,meander,paddle,plunge,race,ride,row,run,rush,sail,scramble,skate,speed,stagger,stumble,swim,taxi,travel,tumble,walk,wander
316000,0.8717948717948718,0.9,0.875,0.9464285714285714,0.9333333333333333,0.8,0.5573770491803278,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9444444444444444,0.6666666666666666,1.0,1.0,0.2222222222222222,0.75,0.7142857142857143,0.5,0.9523809523809523,1.0,1.0,0.9315068493150684,1.0,1.0,0.3333333333333333,0.8857142857142857,0.9375,0.9285714285714286,0.972972972972973,0.9191919191919192,0.9534883720930233,0.42857142857142855,1.0,1.0,0.8,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
317000,0.8461538461538461,0.925,0.375,0.9464285714285714,0.9333333333333333,0.8,0.3442622950819672,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9555555555555556,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,0.4523809523809524,0.5,0.9523809523809523,0.8888888888888888,1.0,0.9178082191780822,0.875,1.0,0.3333333333333333,0.7428571428571429,0.8125,0.9285714285714286,0.972972972972973,0.8686868686868687,0.9418604651162791,0.14285714285714285,0.75,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.5714285714285714,1.0,1.0
318000,0.7948717948717948,0.925,0.5,0.9642857142857143,1.0,0.8,0.4426229508196721,1.0,0.8888888888888888,1.0,0.9402985074626866,0.9464285714285714,1.0,0.8181818181818182,0.9444444444444444,0.6666666666666666,1.0,1.0,0.1111111111111111,0.875,0.5476190476190477,0.0,0.9523809523809523,0.8888888888888888,1.0,0.8904109589041096,0.875,1.0,0.16666666666666666,0.7428571428571429,0.8541666666666666,0.7142857142857143,0.972972972972973,0.9292929292929293,0.9302325581395349,0.14285714285714285,0.5,1.0,0.8,1.0,0.8723404255319149,1.0,0.9891304347826086,0.5714285714285714,1.0,1.0
319000,0.9230769230769231,0.925,0.125,0.9821428571428571,1.0,1.0,0.3442622950819672,1.0,0.8888888888888888,1.0,0.9850746268656716,0.9642857142857143,1.0,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,1.0,0.8095238095238095,0.5,1.0,1.0,1.0,0.9315068493150684,0.875,1.0,0.16666666666666666,0.8571428571428571,0.875,0.9285714285714286,0.972972972972973,0.898989898989899,0.9534883720930233,0.7142857142857143,1.0,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
320000,0.8461538461538461,0.9,0.0,0.875,1.0,0.8,0.21311475409836064,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9642857142857143,1.0,0.7272727272727273,0.9666666666666667,0.6666666666666666,1.0,1.0,0.0,0.5,0.14285714285714285,0.5,0.9523809523809523,0.4444444444444444,1.0,0.9041095890410958,1.0,0.8,0.3333333333333333,0.5428571428571428,0.7083333333333334,0.7142857142857143,0.972972972972973,0.8787878787878788,0.9534883720930233,0.0,0.25,1.0,0.0,1.0,0.8936170212765957,1.0,0.9891304347826086,0.5714285714285714,0.9883720930232558,1.0
321000,0.8461538461538461,0.9,0.25,0.9642857142857143,1.0,0.8,0.3770491803278688,1.0,0.8888888888888888,1.0,0.9701492537313433,0.9642857142857143,1.0,0.7272727272727273,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,1.0,0.6190476190476191,0.5,0.9523809523809523,1.0,1.0,0.9041095890410958,0.75,1.0,0.0,0.7142857142857143,0.875,0.9285714285714286,0.972972972972973,0.9090909090909091,0.9534883720930233,0.14285714285714285,0.5,1.0,0.6,1.0,0.9148936170212766,1.0,0.9782608695652174,0.8571428571428571,1.0,1.0
322000,0.8717948717948718,0.9,0.25,0.9642857142857143,1.0,1.0,0.3442622950819672,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,0.14285714285714285,0.5,0.9523809523809523,0.8888888888888888,1.0,0.9041095890410958,0.875,0.8,0.0,0.5428571428571428,0.7291666666666666,0.7857142857142857,0.972972972972973,0.8282828282828283,0.9651162790697675,0.0,0.5,1.0,0.6,1.0,0.9361702127659575,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
323000,0.9230769230769231,0.925,0.0,1.0,0.9333333333333333,1.0,0.5737704918032787,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,1.0,0.5476190476190477,0.5,0.9523809523809523,1.0,1.0,0.9178082191780822,0.625,1.0,0.16666666666666666,0.8571428571428571,0.8958333333333334,0.9285714285714286,0.972972972972973,0.9191919191919192,0.9534883720930233,0.5714285714285714,0.5,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
324000,0.8717948717948718,0.925,0.0,0.9821428571428571,1.0,1.0,0.639344262295082,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8636363636363636,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,1.0,0.7619047619047619,1.0,1.0,1.0,1.0,0.958904109589041,1.0,1.0,0.3333333333333333,0.8571428571428571,0.8958333333333334,0.9285714285714286,0.972972972972973,0.9494949494949495,0.9651162790697675,0.7142857142857143,1.0,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
325000,0.8461538461538461,0.875,0.0,0.9285714285714286,0.9333333333333333,0.8,0.5081967213114754,1.0,0.6666666666666666,1.0,0.9701492537313433,0.9642857142857143,1.0,0.7727272727272727,0.9444444444444444,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,0.19047619047619047,0.0,1.0,0.6666666666666666,1.0,0.8356164383561644,0.75,1.0,0.0,0.6857142857142857,0.8333333333333334,0.9285714285714286,1.0,0.8484848484848485,0.9534883720930233,0.2857142857142857,0.25,1.0,0.6,1.0,0.9148936170212766,1.0,0.9891304347826086,0.5714285714285714,1.0,1.0
326000,0.9230769230769231,0.925,0.5,0.9642857142857143,1.0,1.0,0.4426229508196721,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8636363636363636,0.9666666666666667,1.0,1.0,1.0,0.2222222222222222,1.0,0.38095238095238093,0.0,1.0,1.0,1.0,0.9452054794520548,1.0,1.0,0.3333333333333333,0.8,0.8958333333333334,0.9285714285714286,0.972972972972973,0.898989898989899,0.9651162790697675,0.8571428571428571,1.0,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
327000,0.8974358974358975,0.925,0.125,0.9821428571428571,1.0,1.0,0.47540983606557374,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9464285714285714,1.0,0.8636363636363636,0.9555555555555556,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,0.42857142857142855,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9041095890410958,0.75,0.8,0.0,0.8,0.7708333333333334,0.8571428571428571,0.972972972972973,0.8888888888888888,0.9651162790697675,0.5714285714285714,0.5,1.0,1.0,1.0,0.9574468085106383,0.8571428571428571,0.9891304347826086,0.5714285714285714,1.0,1.0
328000,0.8717948717948718,0.9,0.0,0.9464285714285714,0.9333333333333333,1.0,0.16393442622950818,1.0,0.8888888888888888,1.0,0.9850746268656716,0.9464285714285714,1.0,0.7272727272727273,0.9333333333333333,0.6666666666666666,1.0,1.0,0.1111111111111111,0.875,0.21428571428571427,0.5,0.9523809523809523,0.8888888888888888,1.0,0.8493150684931506,0.875,0.8,0.16666666666666666,0.6,0.7083333333333334,0.6428571428571429,0.9459459459459459,0.8888888888888888,0.9302325581395349,0.2857142857142857,0.25,1.0,0.8,1.0,0.8936170212765957,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
329000,0.8974358974358975,0.925,0.125,0.9642857142857143,1.0,1.0,0.5409836065573771,1.0,0.8888888888888888,1.0,0.9850746268656716,0.9642857142857143,1.0,0.8636363636363636,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,1.0,0.47619047619047616,0.0,0.9523809523809523,1.0,1.0,0.9041095890410958,0.875,1.0,0.0,0.7428571428571429,0.7916666666666666,0.8571428571428571,0.972972972972973,0.9191919191919192,0.9418604651162791,0.7142857142857143,0.5,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
330000,0.8974358974358975,0.9,0.0,0.875,1.0,0.8,0.29508196721311475,1.0,0.7777777777777778,1.0,0.9552238805970149,0.9464285714285714,1.0,0.8181818181818182,0.9444444444444444,0.6666666666666666,1.0,1.0,0.0,0.875,0.023809523809523808,0.0,0.9523809523809523,0.8888888888888888,1.0,0.8493150684931506,0.25,0.8,0.0,0.6,0.5416666666666666,0.7857142857142857,0.9594594594594594,0.8585858585858586,0.9302325581395349,0.0,0.0,1.0,0.8,1.0,0.9148936170212766,1.0,0.9891304347826086,0.5714285714285714,0.9883720930232558,1.0
331000,0.9230769230769231,0.925,0.0,0.9821428571428571,1.0,1.0,0.3770491803278688,1.0,0.7777777777777778,1.0,1.0,0.9642857142857143,1.0,0.8636363636363636,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,0.875,0.6666666666666666,1.0,1.0,1.0,1.0,0.9315068493150684,0.875,1.0,0.16666666666666666,0.8857142857142857,0.875,0.9285714285714286,0.972972972972973,0.9595959595959596,0.9651162790697675,0.8571428571428571,1.0,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
332000,0.8717948717948718,0.925,0.5,0.9821428571428571,0.9333333333333333,1.0,0.8032786885245902,1.0,0.7777777777777778,1.0,0.9701492537313433,0.9464285714285714,1.0,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.4523809523809524,0.5,0.9523809523809523,1.0,1.0,0.9178082191780822,0.25,1.0,0.3333333333333333,0.8,0.8958333333333334,0.8571428571428571,0.972972972972973,0.898989898989899,0.9302325581395349,0.5714285714285714,0.75,1.0,0.8,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,0.9883720930232558,1.0
333000,0.8717948717948718,0.925,0.5,0.9821428571428571,1.0,0.8,0.4262295081967213,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8636363636363636,0.9555555555555556,1.0,1.0,1.0,0.3333333333333333,0.875,0.7380952380952381,1.0,0.9523809523809523,1.0,1.0,0.9452054794520548,1.0,1.0,0.16666666666666666,0.8857142857142857,0.875,0.8571428571428571,0.972972972972973,0.9393939393939394,0.9651162790697675,0.8571428571428571,0.5,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
334000,0.8717948717948718,0.925,0.5,0.9642857142857143,1.0,0.8,0.47540983606557374,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9464285714285714,1.0,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.40476190476190477,1.0,0.9523809523809523,0.8888888888888888,1.0,0.9315068493150684,1.0,1.0,0.0,0.8,0.875,0.9285714285714286,0.972972972972973,0.8888888888888888,0.9534883720930233,0.7142857142857143,0.75,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
335000,0.8717948717948718,0.925,0.0,0.9464285714285714,1.0,0.8,0.4918032786885246,1.0,0.8888888888888888,1.0,1.0,0.9464285714285714,1.0,0.8636363636363636,0.9333333333333333,1.0,1.0,1.0,0.0,0.875,0.2619047619047619,0.5,0.9523809523809523,0.7777777777777778,1.0,0.9315068493150684,1.0,0.8,0.3333333333333333,0.6571428571428571,0.8125,0.9285714285714286,0.972972972972973,0.8787878787878788,0.9418604651162791,0.5714285714285714,0.75,1.0,0.8,1.0,0.9574468085106383,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
336000,0.8461538461538461,0.925,0.0,0.9464285714285714,1.0,0.8,0.4098360655737705,1.0,0.8888888888888888,1.0,1.0,0.9464285714285714,1.0,0.8181818181818182,0.9444444444444444,0.6666666666666666,1.0,1.0,0.0,1.0,0.23809523809523808,1.0,0.9523809523809523,0.8888888888888888,1.0,0.9315068493150684,0.25,0.8,0.16666666666666666,0.6857142857142857,0.6875,0.7142857142857143,0.972972972972973,0.8787878787878788,0.9418604651162791,0.5714285714285714,0.75,1.0,0.8,1.0,0.9574468085106383,1.0,0.9891304347826086,0.7142857142857143,0.9883720930232558,1.0
337000,0.8717948717948718,0.9,0.25,0.9821428571428571,1.0,1.0,0.4918032786885246,1.0,0.7777777777777778,1.0,0.9552238805970149,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,1.0,1.0,1.0,0.4444444444444444,1.0,0.35714285714285715,0.5,1.0,0.8888888888888888,1.0,0.958904109589041,0.875,1.0,0.0,0.8,0.875,0.9285714285714286,0.972972972972973,0.898989898989899,0.9651162790697675,0.5714285714285714,0.75,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.42857142857142855,1.0,1.0
338000,0.8717948717948718,0.9,0.0,0.9464285714285714,1.0,1.0,0.16393442622950818,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,0.5,0.23809523809523808,1.0,0.9523809523809523,0.8888888888888888,1.0,0.9178082191780822,0.625,0.8,0.0,0.7714285714285715,0.7916666666666666,0.7142857142857143,0.972972972972973,0.898989898989899,0.9651162790697675,0.42857142857142855,0.75,1.0,0.8,1.0,0.9574468085106383,1.0,0.9891304347826086,0.2857142857142857,1.0,1.0
339000,0.9230769230769231,0.925,0.125,0.9642857142857143,1.0,1.0,0.5245901639344263,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.9090909090909091,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,0.875,0.5238095238095238,1.0,0.9523809523809523,1.0,1.0,0.9315068493150684,1.0,1.0,0.3333333333333333,0.7428571428571429,0.9583333333333334,0.7857142857142857,0.972972972972973,0.898989898989899,0.9302325581395349,0.7142857142857143,1.0,1.0,0.8,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
340000,0.8717948717948718,0.925,0.0,1.0,0.9333333333333333,1.0,0.21311475409836064,1.0,0.7777777777777778,1.0,0.9552238805970149,0.9642857142857143,1.0,0.8636363636363636,0.9666666666666667,0.6666666666666666,1.0,1.0,0.1111111111111111,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,0.9452054794520548,1.0,0.8,0.0,0.8,0.8125,0.8571428571428571,0.972972972972973,0.9191919191919192,0.9651162790697675,0.7142857142857143,0.5,1.0,0.2,1.0,0.9574468085106383,1.0,0.9891304347826086,0.42857142857142855,1.0,1.0
341000,0.8717948717948718,0.925,0.0,0.9821428571428571,1.0,1.0,0.3442622950819672,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,0.6666666666666666,1.0,1.0,0.0,1.0,0.2857142857142857,0.5,0.9523809523809523,0.8888888888888888,1.0,0.958904109589041,0.875,1.0,0.16666666666666666,0.7428571428571429,0.8541666666666666,0.9285714285714286,0.972972972972973,0.898989898989899,0.9651162790697675,0.0,0.5,1.0,0.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
342000,0.8205128205128205,0.875,0.0,0.9107142857142857,1.0,0.6,0.08196721311475409,1.0,0.6666666666666666,1.0,0.9402985074626866,0.9464285714285714,1.0,0.7272727272727273,0.9555555555555556,0.6666666666666666,1.0,1.0,0.1111111111111111,0.75,0.2857142857142857,0.0,0.9523809523809523,0.8888888888888888,1.0,0.8493150684931506,0.875,0.8,0.0,0.5428571428571428,0.7916666666666666,0.9285714285714286,0.972972972972973,0.8686868686868687,0.9534883720930233,0.14285714285714285,0.25,1.0,0.8,1.0,0.9574468085106383,0.8571428571428571,0.9891304347826086,0.42857142857142855,1.0,1.0
343000,0.8717948717948718,0.875,0.25,0.9285714285714286,0.9333333333333333,0.8,0.19672131147540983,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9285714285714286,1.0,0.6818181818181818,0.9444444444444444,0.6666666666666666,1.0,1.0,0.0,1.0,0.2619047619047619,0.5,0.9523809523809523,0.8888888888888888,1.0,0.8767123287671232,1.0,1.0,0.0,0.7142857142857143,0.8125,0.9285714285714286,0.972972972972973,0.8585858585858586,0.9302325581395349,0.5714285714285714,0.5,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.2857142857142857,0.9883720930232558,1.0
344000,0.8717948717948718,0.95,0.375,1.0,1.0,1.0,0.5901639344262295,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.7727272727272727,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,1.0,0.47619047619047616,0.0,0.9523809523809523,1.0,1.0,0.958904109589041,1.0,1.0,0.16666666666666666,0.8,0.9166666666666666,0.9285714285714286,1.0,0.9090909090909091,0.9651162790697675,0.8571428571428571,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.5714285714285714,1.0,1.0
345000,0.9230769230769231,0.925,0.25,0.9464285714285714,1.0,1.0,0.6557377049180327,1.0,0.7777777777777778,1.0,1.0,0.9642857142857143,0.9855072463768116,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.2857142857142857,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9178082191780822,0.875,1.0,0.5,0.7428571428571429,0.9375,0.9285714285714286,1.0,0.8888888888888888,0.9534883720930233,0.7142857142857143,1.0,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
346000,0.8717948717948718,0.9,0.0,0.9464285714285714,1.0,1.0,0.45901639344262296,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9464285714285714,1.0,0.7727272727272727,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,0.875,0.30952380952380953,1.0,1.0,1.0,1.0,0.9178082191780822,1.0,1.0,0.3333333333333333,0.7142857142857143,0.75,0.7857142857142857,0.972972972972973,0.8787878787878788,0.9651162790697675,0.2857142857142857,0.75,1.0,1.0,1.0,0.9148936170212766,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
347000,0.8974358974358975,0.9,0.25,0.9821428571428571,1.0,1.0,0.5573770491803278,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,0.23809523809523808,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9315068493150684,1.0,1.0,0.3333333333333333,0.7428571428571429,0.8541666666666666,0.9285714285714286,0.972972972972973,0.898989898989899,0.9534883720930233,0.8571428571428571,0.5,1.0,0.8,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
348000,0.8717948717948718,0.925,0.125,0.9642857142857143,1.0,1.0,0.06557377049180328,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9464285714285714,0.9855072463768116,0.7727272727272727,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,0.875,0.40476190476190477,1.0,0.9523809523809523,1.0,1.0,0.8493150684931506,1.0,1.0,0.3333333333333333,0.8,0.75,0.7857142857142857,0.972972972972973,0.8888888888888888,0.9302325581395349,0.7142857142857143,0.5,1.0,0.8,1.0,0.8936170212765957,1.0,0.9891304347826086,0.7142857142857143,0.9883720930232558,1.0
349000,0.8717948717948718,0.925,0.0,0.9464285714285714,1.0,1.0,0.3770491803278688,1.0,0.7777777777777778,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,0.75,0.4523809523809524,1.0,1.0,1.0,1.0,0.958904109589041,0.625,0.8,0.5,0.8,0.75,0.7142857142857143,0.972972972972973,0.8888888888888888,0.9534883720930233,0.7142857142857143,0.75,1.0,1.0,1.0,0.9574468085106383,1.0,0.9891304347826086,0.8571428571428571,1.0,1.0
350000,0.8461538461538461,0.9,0.0,0.9107142857142857,1.0,1.0,0.4098360655737705,1.0,0.7777777777777778,1.0,0.9253731343283582,0.9642857142857143,1.0,0.7727272727272727,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,0.625,0.30952380952380953,0.5,0.9523809523809523,0.8888888888888888,1.0,0.8904109589041096,1.0,1.0,0.0,0.8,0.75,0.9285714285714286,0.972972972972973,0.8888888888888888,0.9418604651162791,0.5714285714285714,0.75,1.0,0.8,1.0,0.9361702127659575,1.0,0.9891304347826086,0.42857142857142855,1.0,1.0
351000,0.8461538461538461,0.9,0.125,0.9285714285714286,1.0,1.0,0.5081967213114754,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9642857142857143,1.0,0.7727272727272727,0.9666666666666667,1.0,1.0,1.0,0.1111111111111111,1.0,0.30952380952380953,1.0,0.9523809523809523,1.0,1.0,0.9315068493150684,1.0,1.0,0.16666666666666666,0.7428571428571429,0.7708333333333334,0.7857142857142857,0.972972972972973,0.8888888888888888,0.9418604651162791,0.5714285714285714,1.0,1.0,0.8,1.0,0.9574468085106383,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
352000,0.8717948717948718,0.925,0.0,0.9464285714285714,1.0,1.0,0.5245901639344263,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9642857142857143,1.0,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.2619047619047619,1.0,0.9523809523809523,0.6666666666666666,1.0,0.8493150684931506,0.875,0.8,0.0,0.5714285714285714,0.7708333333333334,0.9285714285714286,0.9459459459459459,0.8181818181818182,0.9186046511627907,0.2857142857142857,0.75,1.0,0.8,1.0,0.9148936170212766,1.0,0.9782608695652174,0.7142857142857143,1.0,1.0
353000,0.8205128205128205,0.875,0.125,0.9642857142857143,0.9333333333333333,1.0,0.5081967213114754,1.0,0.7777777777777778,1.0,0.9104477611940298,0.9642857142857143,0.9855072463768116,0.7727272727272727,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,0.30952380952380953,0.0,1.0,0.7777777777777778,1.0,0.8767123287671232,0.625,1.0,0.16666666666666666,0.7428571428571429,0.875,0.9285714285714286,0.9594594594594594,0.8787878787878788,0.9418604651162791,0.5714285714285714,0.75,1.0,0.8,1.0,0.9361702127659575,1.0,0.9782608695652174,0.42857142857142855,1.0,1.0
354000,0.8717948717948718,0.925,0.125,0.9821428571428571,1.0,1.0,0.26229508196721313,1.0,0.8888888888888888,1.0,0.9253731343283582,0.9642857142857143,1.0,0.8181818181818182,0.9777777777777777,1.0,1.0,1.0,0.1111111111111111,1.0,0.42857142857142855,0.5,0.9523809523809523,0.8888888888888888,1.0,0.9315068493150684,1.0,1.0,0.16666666666666666,0.7428571428571429,0.8958333333333334,0.8571428571428571,0.972972972972973,0.8686868686868687,0.9651162790697675,0.7142857142857143,0.5,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
355000,0.8461538461538461,0.875,0.125,0.9285714285714286,1.0,1.0,0.19672131147540983,1.0,0.8888888888888888,1.0,0.9253731343283582,0.9642857142857143,1.0,0.7727272727272727,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,1.0,0.40476190476190477,0.0,0.9523809523809523,0.7777777777777778,1.0,0.9041095890410958,0.875,1.0,0.0,0.7714285714285715,0.875,0.7857142857142857,0.9459459459459459,0.8585858585858586,0.9418604651162791,0.7142857142857143,0.5,1.0,0.8,1.0,0.9148936170212766,1.0,0.9782608695652174,0.42857142857142855,0.9883720930232558,1.0
356000,0.8717948717948718,0.9,0.125,0.9821428571428571,1.0,1.0,0.5245901639344263,1.0,0.7777777777777778,1.0,0.9850746268656716,0.9464285714285714,1.0,0.7727272727272727,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,1.0,0.5238095238095238,1.0,0.9523809523809523,1.0,1.0,0.9178082191780822,0.875,1.0,0.3333333333333333,0.7142857142857143,0.8541666666666666,0.9285714285714286,0.972972972972973,0.898989898989899,0.9418604651162791,0.8571428571428571,1.0,1.0,0.8,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,0.9883720930232558,1.0
357000,0.9230769230769231,0.925,0.125,0.9821428571428571,1.0,1.0,0.4262295081967213,1.0,0.8888888888888888,1.0,0.9850746268656716,0.9464285714285714,1.0,0.8181818181818182,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,0.875,0.35714285714285715,1.0,1.0,0.8888888888888888,1.0,0.9178082191780822,1.0,1.0,0.0,0.7428571428571429,0.8541666666666666,0.9285714285714286,0.972972972972973,0.898989898989899,0.9534883720930233,0.7142857142857143,0.75,1.0,0.8,1.0,0.9787234042553191,1.0,0.9891304347826086,0.5714285714285714,1.0,1.0
358000,0.8717948717948718,0.925,0.375,0.9821428571428571,1.0,0.8,0.36065573770491804,1.0,0.7777777777777778,1.0,1.0,0.9464285714285714,1.0,0.8181818181818182,0.9555555555555556,0.6666666666666666,1.0,1.0,0.0,0.875,0.30952380952380953,0.5,0.9523809523809523,0.7777777777777778,1.0,0.9041095890410958,0.875,1.0,0.0,0.6571428571428571,0.8333333333333334,0.9285714285714286,0.972972972972973,0.8787878787878788,0.9418604651162791,0.14285714285714285,0.5,1.0,0.8,1.0,0.9574468085106383,1.0,0.9891304347826086,0.5714285714285714,0.9883720930232558,1.0
359000,0.8717948717948718,0.95,0.5,1.0,1.0,1.0,0.7868852459016393,1.0,0.8888888888888888,1.0,1.0,0.9642857142857143,1.0,0.8181818181818182,0.9666666666666667,1.0,1.0,1.0,0.1111111111111111,1.0,0.40476190476190477,1.0,0.9523809523809523,1.0,1.0,0.9315068493150684,1.0,1.0,0.3333333333333333,0.8,0.875,0.9285714285714286,0.972972972972973,0.9191919191919192,0.9418604651162791,0.5714285714285714,0.75,1.0,1.0,1.0,0.9787234042553191,1.0,0.9891304347826086,0.7142857142857143,1.0,1.0
360000,0.8461538461538461,0.9,0.0,0.9107142857142857,1.0,0.8,0.4262295081967213,1.0,0.7777777777777778,1.0,0.9104477611940298,0.9464285714285714,1.0,0.7727272727272727,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,0.625,0.23809523809523808,0.0,0.9523809523809523,0.8888888888888888,1.0,0.9041095890410958,1.0,1.0,0.0,0.6857142857142857,0.8541666666666666,0.9285714285714286,0.9459459459459459,0.8787878787878788,0.9534883720930233,0.2857142857142857,0.5,1.0,0.8,1.0,0.9574468085106383,1.0,0.9891304347826086,0.42857142857142855,0.9883720930232558,1.0
361000,0.8461538461538461,0.925,0.25,0.9642857142857143,1.0,1.0,0.4098360655737705,1.0,0.7777777777777778,1.0,0.9701492537313433,0.9464285714285714,1.0,0.7727272727272727,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,0.875,0.2857142857142857,0.5,0.9523809523809523,1.0,1.0,0.8493150684931506,0.875,1.0,0.0,0.6571428571428571,0.75,0.7857142857142857,0.972972972972973,0.8686868686868687,0.9302325581395349,0.2857142857142857,0.5,1.0,1.0,1.0,0.9361702127659575,1.0,0.9891304347826086,0.2857142857142857,1.0,1.0
