Checkpoint,arrive,ascend,chase,climb,crawl,creep,cross,cycle,dash,depart,descend,drift,flee,float,fly,gallop,glide,go,hasten,hike,hurry,inch,journey,limp,lurch,march,meander,paddle,plunge,race,ride,row,run,rush,sail,scramble,skate,speed,stagger,stumble,swim,taxi,travel,tumble,walk,wander
17600,0.0,0.025,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.47761194029850745,0.6607142857142857,0.9130434782608695,0.0,0.5,0.0,0.0,0.8640776699029126,0.0,0.625,0.0,0.0,0.2857142857142857,0.0,0.0,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.06060606060606061,0.11627906976744186,0.0,0.0,0.0,0.0,0.3333333333333333,0.02127659574468085,0.0,0.6630434782608695,0.0,0.19767441860465115,1.0
17700,0.5128205128205128,0.05,0.0,0.16071428571428573,0.8666666666666667,0.6,0.18032786885245902,0.8333333333333334,0.1111111111111111,1.0,0.6567164179104478,0.8392857142857143,0.9710144927536232,0.22727272727272727,0.8333333333333334,0.0,0.6666666666666666,0.9805825242718447,0.0,1.0,0.5238095238095238,0.0,0.8571428571428571,0.8888888888888888,1.0,0.821917808219178,0.0,0.4,0.0,0.11428571428571428,0.0625,0.07142857142857142,0.8648648648648649,0.6060606060606061,0.813953488372093,0.0,1.0,0.0,0.0,1.0,0.10638297872340426,0.0,0.9782608695652174,0.14285714285714285,0.9651162790697675,1.0
17800,0.6923076923076923,0.3,0.0,0.6964285714285714,0.8666666666666667,0.8,0.0,1.0,0.5555555555555556,0.9230769230769231,0.7014925373134329,0.875,0.9710144927536232,0.22727272727272727,0.8,0.0,0.6666666666666666,0.970873786407767,0.0,1.0,0.42857142857142855,0.0,0.7619047619047619,0.7777777777777778,1.0,0.8082191780821918,0.0,0.4,0.16666666666666666,0.11428571428571428,0.0,0.0,0.972972972972973,0.36363636363636365,0.8372093023255814,0.0,1.0,0.0,0.0,1.0,0.0425531914893617,0.0,0.9021739130434783,0.14285714285714285,0.9767441860465116,1.0
17900,0.07692307692307693,0.625,0.0,0.7678571428571429,0.7333333333333333,0.6,0.5901639344262295,0.6666666666666666,0.6666666666666666,1.0,0.7761194029850746,0.8928571428571429,0.9710144927536232,0.36363636363636365,0.8,0.0,0.6666666666666666,0.9805825242718447,0.0,1.0,0.09523809523809523,0.0,0.7619047619047619,0.7777777777777778,0.5,0.7945205479452054,0.0,0.4,0.16666666666666666,0.02857142857142857,0.0,0.0,0.9054054054054054,0.12121212121212122,0.7906976744186046,0.0,0.75,0.0,0.0,1.0,0.48936170212765956,0.0,0.9130434782608695,0.14285714285714285,0.8953488372093024,1.0
18000,0.6410256410256411,0.8,0.0,0.7678571428571429,0.8666666666666667,0.6,0.3770491803278688,1.0,0.7777777777777778,1.0,0.7761194029850746,0.9107142857142857,0.9710144927536232,0.4090909090909091,0.8444444444444444,0.6666666666666666,0.6666666666666666,0.9902912621359223,0.0,1.0,0.5952380952380952,0.0,0.8095238095238095,1.0,0.5,0.8356164383561644,0.0,0.8,0.16666666666666666,0.17142857142857143,0.3125,0.07142857142857142,0.972972972972973,0.7272727272727273,0.8604651162790697,0.0,1.0,1.0,0.0,1.0,0.7446808510638298,0.0,0.9891304347826086,0.14285714285714285,0.9883720930232558,1.0
18100,0.48717948717948717,0.225,0.0,0.26785714285714285,0.5333333333333333,0.0,0.2786885245901639,1.0,0.7777777777777778,1.0,0.6716417910447762,0.9107142857142857,0.9710144927536232,0.2727272727272727,0.8111111111111111,0.3333333333333333,0.3333333333333333,0.9029126213592233,0.0,0.75,0.14285714285714285,0.0,0.8095238095238095,0.8888888888888888,0.0,0.7671232876712328,0.0,0.4,0.16666666666666666,0.2,0.041666666666666664,0.07142857142857142,0.9594594594594594,0.36363636363636365,0.7906976744186046,0.0,0.25,1.0,0.0,0.6666666666666666,0.3617021276595745,0.0,0.9347826086956522,0.2857142857142857,0.9651162790697675,1.0
18200,0.05128205128205128,0.025,0.0,0.03571428571428571,0.6,0.0,0.0,0.6666666666666666,0.6666666666666666,0.9230769230769231,0.4925373134328358,0.6785714285714286,0.9565217391304348,0.18181818181818182,0.7888888888888889,0.0,0.0,0.9320388349514563,0.0,0.875,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5616438356164384,0.0,0.0,0.0,0.0,0.0,0.0,0.7972972972972973,0.36363636363636365,0.7209302325581395,0.0,0.5,0.0,0.0,0.16666666666666666,0.0425531914893617,0.0,0.8913043478260869,0.0,0.8953488372093024,1.0
18300,0.3076923076923077,0.05,0.0,0.017857142857142856,0.8666666666666667,0.8,0.14754098360655737,0.6666666666666666,0.7777777777777778,0.9230769230769231,0.6716417910447762,0.9107142857142857,0.9710144927536232,0.36363636363636365,0.8555555555555555,0.0,0.3333333333333333,0.9902912621359223,0.0,0.75,0.09523809523809523,0.0,0.7619047619047619,0.8888888888888888,0.0,0.7534246575342466,0.0,0.4,0.0,0.08571428571428572,0.14583333333333334,0.0,0.9459459459459459,0.25252525252525254,0.7790697674418605,0.0,0.75,0.0,0.0,1.0,0.0851063829787234,0.0,0.9239130434782609,0.0,0.9767441860465116,1.0
18400,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.01639344262295082,0.6666666666666666,0.1111111111111111,0.6923076923076923,0.2835820895522388,0.4642857142857143,0.9710144927536232,0.0,0.7444444444444445,0.0,0.0,0.9223300970873787,0.0,0.5,0.0,0.0,0.7142857142857143,0.5555555555555556,0.0,0.6164383561643836,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.7702702702702703,0.2828282828282828,0.6395348837209303,0.0,0.0,0.0,0.0,0.5,0.02127659574468085,0.0,0.8586956521739131,0.0,0.872093023255814,1.0
18500,0.7692307692307693,0.55,0.0,0.32142857142857145,0.8666666666666667,0.8,0.3114754098360656,0.6666666666666666,0.7777777777777778,0.9230769230769231,0.6567164179104478,0.8928571428571429,0.9855072463768116,0.45454545454545453,0.8666666666666667,0.0,0.6666666666666666,0.9805825242718447,0.0,1.0,0.09523809523809523,0.0,0.8095238095238095,1.0,0.5,0.8356164383561644,0.375,1.0,0.0,0.2857142857142857,0.6666666666666666,0.0,0.9324324324324325,0.5555555555555556,0.8488372093023255,0.0,1.0,0.0,0.0,0.5,0.48936170212765956,0.0,0.9782608695652174,0.0,0.9767441860465116,1.0
18600,0.46153846153846156,0.45,0.0,0.14285714285714285,0.8666666666666667,0.2,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6567164179104478,0.875,0.9710144927536232,0.2727272727272727,0.7777777777777778,0.0,0.16666666666666666,0.9029126213592233,0.0,0.625,0.07142857142857142,0.0,0.7142857142857143,0.7777777777777778,0.0,0.821917808219178,0.25,0.4,0.16666666666666666,0.14285714285714285,0.0,0.0,0.918918918918919,0.5757575757575758,0.7790697674418605,0.0,0.0,0.0,0.0,0.6666666666666666,0.2978723404255319,0.0,0.9130434782608695,0.0,0.9651162790697675,1.0
18700,0.8205128205128205,0.85,0.0,0.7678571428571429,0.8666666666666667,0.8,0.4098360655737705,1.0,0.6666666666666666,1.0,0.7014925373134329,0.9107142857142857,0.9855072463768116,0.3181818181818182,0.9222222222222223,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.0,0.8571428571428571,1.0,0.5,0.8767123287671232,0.0,1.0,0.3333333333333333,0.6857142857142857,0.7083333333333334,0.07142857142857142,0.9594594594594594,0.8181818181818182,0.8837209302325582,0.0,1.0,0.0,0.0,0.8333333333333334,0.8085106382978723,0.0,0.9891304347826086,0.0,1.0,1.0
18800,0.6410256410256411,0.775,0.0,0.30357142857142855,0.8666666666666667,0.8,0.3114754098360656,1.0,0.7777777777777778,1.0,0.746268656716418,0.8928571428571429,0.9855072463768116,0.3181818181818182,0.8222222222222222,0.0,0.6666666666666666,0.9514563106796117,0.0,0.875,0.11904761904761904,0.0,0.8095238095238095,0.7777777777777778,1.0,0.7671232876712328,0.0,0.6,0.16666666666666666,0.2,0.0,0.07142857142857142,0.9324324324324325,0.6767676767676768,0.7558139534883721,0.14285714285714285,0.75,0.0,0.0,0.8333333333333334,0.44680851063829785,0.0,0.967391304347826,0.0,0.9883720930232558,1.0
18900,0.20512820512820512,0.05,0.0,0.08928571428571429,0.8666666666666667,0.8,0.18032786885245902,0.6666666666666666,0.7777777777777778,1.0,0.5970149253731343,0.9107142857142857,0.9710144927536232,0.22727272727272727,0.8444444444444444,0.3333333333333333,0.6666666666666666,0.6699029126213593,0.0,0.5,0.3333333333333333,0.0,0.6666666666666666,0.8888888888888888,0.0,0.7123287671232876,0.0,0.6,0.0,0.0,0.0,0.0,0.8783783783783784,0.29292929292929293,0.813953488372093,0.0,0.0,0.0,0.0,0.5,0.6170212765957447,0.0,0.8913043478260869,0.0,0.8837209302325582,1.0
19000,0.15384615384615385,0.175,0.0,0.10714285714285714,0.6666666666666666,0.2,0.0,0.6666666666666666,0.5555555555555556,1.0,0.7313432835820896,0.875,0.9710144927536232,0.22727272727272727,0.8111111111111111,0.0,0.6666666666666666,0.9029126213592233,0.0,0.625,0.2619047619047619,0.0,0.7142857142857143,0.8888888888888888,0.5,0.6301369863013698,0.0,0.6,0.16666666666666666,0.05714285714285714,0.0,0.0,0.8513513513513513,0.5252525252525253,0.7906976744186046,0.0,0.75,0.0,0.0,0.8333333333333334,0.5319148936170213,0.0,0.9130434782608695,0.0,0.7441860465116279,1.0
19100,0.07692307692307693,0.025,0.0,0.017857142857142856,0.7333333333333333,0.8,0.01639344262295082,1.0,0.0,0.9230769230769231,0.5671641791044776,0.7857142857142857,0.9420289855072463,0.0,0.7777777777777778,0.0,0.16666666666666666,0.9320388349514563,0.0,0.5,0.23809523809523808,0.0,0.7619047619047619,0.4444444444444444,0.0,0.3698630136986301,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.8108108108108109,0.696969696969697,0.5930232558139535,0.0,0.0,0.0,0.0,0.16666666666666666,0.48936170212765956,0.0,0.8369565217391305,0.0,0.7674418604651163,1.0
19200,0.1794871794871795,0.325,0.0,0.42857142857142855,0.8666666666666667,0.4,0.08196721311475409,0.6666666666666666,0.0,0.7692307692307693,0.7014925373134329,0.8214285714285714,0.9710144927536232,0.18181818181818182,0.7888888888888889,0.0,0.16666666666666666,0.9029126213592233,0.0,0.75,0.21428571428571427,0.0,0.8095238095238095,0.8888888888888888,0.0,0.589041095890411,0.0,0.4,0.0,0.11428571428571428,0.0,0.0,0.7972972972972973,0.35353535353535354,0.7209302325581395,0.0,0.5,0.0,0.0,0.3333333333333333,0.10638297872340426,0.0,0.9021739130434783,0.0,0.9302325581395349,1.0
19300,0.5897435897435898,0.425,0.0,0.2857142857142857,0.8666666666666667,0.2,0.18032786885245902,1.0,0.5555555555555556,0.9230769230769231,0.7164179104477612,0.8571428571428571,0.9710144927536232,0.13636363636363635,0.7888888888888889,0.3333333333333333,0.6666666666666666,0.9805825242718447,0.0,1.0,0.35714285714285715,0.0,0.8095238095238095,0.8888888888888888,0.5,0.7123287671232876,0.0,0.6,0.0,0.2571428571428571,0.14583333333333334,0.0,0.918918918918919,0.6161616161616161,0.7093023255813954,0.0,1.0,0.0,0.6,0.8333333333333334,0.7872340425531915,0.0,0.9347826086956522,0.0,0.9767441860465116,1.0
19400,0.7948717948717948,0.85,0.0,0.8571428571428571,0.8666666666666667,0.8,0.18032786885245902,1.0,0.7777777777777778,1.0,0.8059701492537313,0.9107142857142857,0.9710144927536232,0.13636363636363635,0.8888888888888888,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.5238095238095238,0.0,0.8095238095238095,0.8888888888888888,1.0,0.821917808219178,0.0,1.0,0.5,0.42857142857142855,0.16666666666666666,0.0,0.918918918918919,0.7777777777777778,0.8372093023255814,0.0,1.0,1.0,0.2,1.0,0.7021276595744681,0.0,0.9891304347826086,0.14285714285714285,0.9883720930232558,1.0
19500,0.3333333333333333,0.55,0.0,0.19642857142857142,0.8,0.8,0.16393442622950818,0.8333333333333334,0.5555555555555556,0.9230769230769231,0.7014925373134329,0.8928571428571429,0.9710144927536232,0.09090909090909091,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.970873786407767,0.0,1.0,0.07142857142857142,0.0,0.7619047619047619,0.5555555555555556,1.0,0.7808219178082192,0.0,0.6,0.0,0.02857142857142857,0.041666666666666664,0.0,0.9324324324324325,0.2222222222222222,0.7674418604651163,0.0,0.75,0.0,0.0,0.6666666666666666,0.2978723404255319,0.0,0.9782608695652174,0.14285714285714285,0.9651162790697675,1.0
19600,0.07692307692307693,0.25,0.0,0.125,0.8666666666666667,0.4,0.0,0.8333333333333334,0.6666666666666666,1.0,0.6417910447761194,0.9107142857142857,0.9710144927536232,0.0,0.7555555555555555,0.0,0.6666666666666666,0.9514563106796117,0.0,0.5,0.023809523809523808,0.0,0.6666666666666666,0.5555555555555556,1.0,0.2465753424657534,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8918918918918919,0.29292929292929293,0.5930232558139535,0.0,0.75,0.0,1.0,1.0,0.0425531914893617,0.0,0.8913043478260869,0.14285714285714285,0.8604651162790697,1.0
19700,0.358974358974359,0.625,0.0,0.10714285714285714,0.8666666666666667,0.6,0.0,1.0,0.5555555555555556,0.9230769230769231,0.6865671641791045,0.8928571428571429,0.9710144927536232,0.09090909090909091,0.7888888888888889,0.0,0.5,0.9514563106796117,0.0,0.625,0.14285714285714285,0.0,0.8095238095238095,0.5555555555555556,0.5,0.7671232876712328,0.0,0.6,0.0,0.02857142857142857,0.0,0.07142857142857142,0.9594594594594594,0.6868686868686869,0.7674418604651163,0.0,0.0,0.0,0.0,1.0,0.23404255319148937,0.0,0.9456521739130435,0.0,0.9651162790697675,1.0
19800,0.4358974358974359,0.4,0.0,0.5357142857142857,0.8666666666666667,0.4,0.0,0.6666666666666666,0.5555555555555556,1.0,0.7313432835820896,0.8392857142857143,0.9855072463768116,0.22727272727272727,0.8666666666666667,0.0,0.6666666666666666,0.9902912621359223,0.0,1.0,0.6904761904761905,0.0,0.8095238095238095,0.2222222222222222,1.0,0.726027397260274,0.0,1.0,0.0,0.34285714285714286,0.020833333333333332,0.07142857142857142,0.9594594594594594,0.7272727272727273,0.7441860465116279,0.2857142857142857,0.75,0.0,1.0,1.0,0.0425531914893617,0.0,0.9782608695652174,0.42857142857142855,0.9767441860465116,1.0
19900,0.38461538461538464,0.275,0.0,0.375,0.8666666666666667,0.4,0.06557377049180328,0.8333333333333334,0.7777777777777778,0.8461538461538461,0.7164179104477612,0.8928571428571429,0.9855072463768116,0.22727272727272727,0.8,0.6666666666666666,1.0,0.970873786407767,0.0,0.625,0.5714285714285714,0.0,0.7619047619047619,0.7777777777777778,1.0,0.7808219178082192,0.0,1.0,0.16666666666666666,0.45714285714285713,0.0,0.07142857142857142,0.9459459459459459,0.7777777777777778,0.7558139534883721,0.14285714285714285,0.75,0.0,0.6,0.8333333333333334,0.40425531914893614,0.0,0.9239130434782609,0.2857142857142857,0.9534883720930233,1.0
20000,0.4358974358974359,0.775,0.0,0.5535714285714286,0.8666666666666667,0.6,0.14754098360655737,1.0,0.7777777777777778,0.9230769230769231,0.7313432835820896,0.9107142857142857,0.9710144927536232,0.2727272727272727,0.8555555555555555,0.6666666666666666,1.0,0.9805825242718447,0.0,1.0,0.5714285714285714,0.0,0.8095238095238095,0.8888888888888888,1.0,0.8356164383561644,0.0,0.8,0.16666666666666666,0.6285714285714286,0.0,0.5714285714285714,0.972972972972973,0.7777777777777778,0.8255813953488372,0.2857142857142857,1.0,0.0,1.0,0.8333333333333334,0.7659574468085106,0.0,0.967391304347826,0.14285714285714285,0.9767441860465116,1.0
21000,0.1794871794871795,0.15,0.0,0.48214285714285715,0.4666666666666667,0.2,0.18032786885245902,1.0,0.0,0.8461538461538461,0.6567164179104478,0.8214285714285714,0.9565217391304348,0.09090909090909091,0.7888888888888889,0.3333333333333333,0.6666666666666666,0.883495145631068,0.0,0.875,0.047619047619047616,0.0,0.7619047619047619,0.4444444444444444,0.0,0.726027397260274,0.0,0.8,0.0,0.22857142857142856,0.0,0.0,0.8243243243243243,0.16161616161616163,0.7209302325581395,0.0,1.0,0.0,0.0,0.5,0.3404255319148936,0.0,0.9347826086956522,0.0,0.9302325581395349,1.0
22000,0.8461538461538461,0.9,0.0,0.8928571428571429,0.8666666666666667,0.8,0.5573770491803278,1.0,0.7777777777777778,1.0,0.7910447761194029,0.9107142857142857,0.9710144927536232,0.7272727272727273,0.9444444444444444,0.6666666666666666,1.0,1.0,0.0,1.0,0.7857142857142857,0.0,0.8571428571428571,1.0,1.0,0.8493150684931506,0.125,1.0,0.5,0.9142857142857143,0.8541666666666666,0.6428571428571429,0.972972972972973,0.8888888888888888,0.872093023255814,0.7142857142857143,1.0,0.0,1.0,1.0,0.9361702127659575,0.0,0.9891304347826086,0.8571428571428571,1.0,1.0
23000,0.5897435897435898,0.7,0.0,0.5892857142857143,0.8666666666666667,0.8,0.29508196721311475,1.0,0.7777777777777778,1.0,0.7910447761194029,0.9107142857142857,0.9855072463768116,0.5454545454545454,0.9333333333333333,0.6666666666666666,0.6666666666666666,0.9805825242718447,0.0,1.0,0.6666666666666666,0.0,0.8571428571428571,1.0,1.0,0.821917808219178,0.0,1.0,0.5,0.37142857142857144,0.14583333333333334,0.07142857142857142,0.9594594594594594,0.8484848484848485,0.8604651162790697,0.5714285714285714,1.0,0.0,1.0,1.0,0.7872340425531915,0.0,0.9891304347826086,0.8571428571428571,0.9767441860465116,1.0
24000,0.02564102564102564,0.0,0.0,0.05357142857142857,0.8666666666666667,0.2,0.01639344262295082,0.6666666666666666,0.7777777777777778,0.8461538461538461,0.6865671641791045,0.7321428571428571,0.9710144927536232,0.0,0.7666666666666667,0.3333333333333333,0.3333333333333333,0.8058252427184466,0.0,0.25,0.21428571428571427,0.0,0.8095238095238095,0.6666666666666666,0.0,0.3287671232876712,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.7837837837837838,0.45454545454545453,0.7209302325581395,0.0,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.9456521739130435,0.0,0.4069767441860465,1.0
25000,0.8461538461538461,0.875,0.0,0.7857142857142857,0.8666666666666667,0.2,0.06557377049180328,0.8333333333333334,0.1111111111111111,1.0,0.8208955223880597,0.875,0.9710144927536232,0.045454545454545456,0.8555555555555555,0.0,0.6666666666666666,0.9805825242718447,0.0,0.75,0.16666666666666666,0.0,0.8095238095238095,0.8888888888888888,0.0,0.7671232876712328,0.0,0.6,0.0,0.2857142857142857,0.2916666666666667,0.0,0.972972972972973,0.7171717171717171,0.7906976744186046,0.0,0.75,0.0,0.0,0.8333333333333334,0.6170212765957447,0.0,0.9782608695652174,0.14285714285714285,1.0,1.0
26000,0.6666666666666666,0.35,0.125,0.9107142857142857,0.8666666666666667,0.8,0.6721311475409836,1.0,0.7777777777777778,1.0,0.8208955223880597,0.8928571428571429,0.9710144927536232,0.5909090909090909,0.9111111111111111,1.0,1.0,1.0,0.0,0.875,0.6904761904761905,0.0,0.9523809523809523,1.0,1.0,0.8493150684931506,0.25,1.0,0.16666666666666666,0.8,0.7708333333333334,0.7142857142857143,0.972972972972973,0.8080808080808081,0.8837209302325582,0.0,1.0,0.0,0.8,1.0,0.851063829787234,0.0,0.9782608695652174,0.7142857142857143,0.9883720930232558,1.0
27000,0.7692307692307693,0.675,0.0,0.5178571428571429,0.8666666666666667,0.8,0.3442622950819672,1.0,0.7777777777777778,1.0,0.7611940298507462,0.9107142857142857,0.9855072463768116,0.2727272727272727,0.8444444444444444,0.3333333333333333,0.6666666666666666,0.9902912621359223,0.0,0.625,0.38095238095238093,0.0,0.8571428571428571,0.2222222222222222,0.0,0.821917808219178,0.0,0.8,0.0,0.6,0.125,0.07142857142857142,0.9594594594594594,0.6363636363636364,0.8255813953488372,0.0,0.75,0.0,0.0,0.6666666666666666,0.425531914893617,0.0,0.9782608695652174,0.7142857142857143,0.9767441860465116,1.0
28000,0.4358974358974359,0.925,0.125,0.9464285714285714,1.0,0.8,0.819672131147541,1.0,0.7777777777777778,1.0,0.9253731343283582,0.9107142857142857,0.9855072463768116,0.45454545454545453,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,0.6190476190476191,0.5,0.9523809523809523,1.0,1.0,0.8904109589041096,0.0,1.0,0.6666666666666666,0.8285714285714286,0.9375,0.6428571428571429,0.972972972972973,0.8888888888888888,0.8837209302325582,0.5714285714285714,1.0,0.0,1.0,1.0,0.9361702127659575,0.0,0.9891304347826086,0.8571428571428571,1.0,1.0
29000,0.8205128205128205,0.85,0.125,0.8214285714285714,0.8666666666666667,0.8,0.7213114754098361,0.8333333333333334,0.6666666666666666,1.0,0.9402985074626866,0.9107142857142857,0.9710144927536232,0.5909090909090909,0.9,0.6666666666666666,1.0,1.0,0.0,1.0,0.8095238095238095,0.0,0.9047619047619048,1.0,1.0,0.8356164383561644,0.25,0.8,0.8333333333333334,0.7428571428571429,0.8125,0.5714285714285714,0.972972972972973,0.898989898989899,0.8837209302325582,0.7142857142857143,0.75,0.0,1.0,1.0,0.8085106382978723,0.2857142857142857,0.9782608695652174,0.5714285714285714,0.9883720930232558,1.0
30000,0.7435897435897436,0.925,0.125,0.9285714285714286,0.8666666666666667,0.8,0.6721311475409836,1.0,0.7777777777777778,1.0,0.835820895522388,0.9107142857142857,0.9565217391304348,0.6363636363636364,0.9222222222222223,1.0,1.0,1.0,0.0,1.0,0.7142857142857143,0.0,0.8095238095238095,1.0,1.0,0.821917808219178,0.375,1.0,0.6666666666666666,0.7428571428571429,0.8333333333333334,0.7857142857142857,0.9594594594594594,0.8282828282828283,0.872093023255814,0.7142857142857143,1.0,0.0,1.0,0.6666666666666666,0.8936170212765957,0.0,0.9891304347826086,0.7142857142857143,0.9883720930232558,1.0
31000,0.6666666666666666,0.775,0.125,0.7857142857142857,0.8666666666666667,0.8,0.6229508196721312,1.0,0.7777777777777778,1.0,0.8507462686567164,0.9107142857142857,0.9710144927536232,0.5,0.9,0.6666666666666666,1.0,1.0,0.0,1.0,0.7142857142857143,0.0,0.9047619047619048,0.7777777777777778,1.0,0.8904109589041096,0.375,0.8,0.5,0.4,0.7708333333333334,0.2857142857142857,0.972972972972973,0.8585858585858586,0.872093023255814,0.5714285714285714,1.0,0.0,0.0,1.0,0.7872340425531915,0.0,0.9782608695652174,0.8571428571428571,1.0,1.0
32000,0.6410256410256411,0.825,0.0,0.5535714285714286,0.8666666666666667,0.8,0.2459016393442623,0.8333333333333334,0.5555555555555556,1.0,0.7761194029850746,0.8928571428571429,0.9710144927536232,0.36363636363636365,0.8666666666666667,0.6666666666666666,0.6666666666666666,0.970873786407767,0.0,0.875,0.38095238095238093,0.0,0.8571428571428571,0.6666666666666666,0.5,0.8082191780821918,0.0,0.8,0.0,0.37142857142857144,0.6875,0.6428571428571429,0.9459459459459459,0.6262626262626263,0.813953488372093,0.2857142857142857,0.75,0.0,0.0,0.8333333333333334,0.6170212765957447,0.0,0.9782608695652174,0.2857142857142857,0.9767441860465116,1.0
33000,0.28205128205128205,0.8,0.125,0.35714285714285715,0.8666666666666667,0.8,0.06557377049180328,1.0,0.7777777777777778,0.9230769230769231,0.8059701492537313,0.9107142857142857,0.9855072463768116,0.5454545454545454,0.8666666666666667,1.0,1.0,0.9902912621359223,0.1111111111111111,0.625,0.5238095238095238,0.0,0.8095238095238095,0.8888888888888888,1.0,0.8356164383561644,0.375,1.0,0.0,0.3142857142857143,0.4375,0.8571428571428571,0.972972972972973,0.7878787878787878,0.8488372093023255,0.42857142857142855,1.0,0.0,0.0,0.6666666666666666,0.7872340425531915,0.0,0.9456521739130435,0.14285714285714285,1.0,1.0
34000,0.7948717948717948,0.775,0.0,0.5178571428571429,0.8666666666666667,0.8,0.04918032786885246,0.8333333333333334,0.6666666666666666,0.9230769230769231,0.7611940298507462,0.9107142857142857,0.9710144927536232,0.45454545454545453,0.8555555555555555,0.6666666666666666,1.0,0.9902912621359223,0.0,0.625,0.5714285714285714,0.0,0.8095238095238095,0.5555555555555556,0.0,0.7534246575342466,0.0,1.0,0.0,0.45714285714285713,0.4375,0.07142857142857142,0.9459459459459459,0.7272727272727273,0.8255813953488372,0.14285714285714285,0.5,0.0,0.0,0.5,0.7021276595744681,0.0,0.9456521739130435,0.0,1.0,1.0
35000,0.5897435897435898,0.875,0.125,0.7142857142857143,0.8666666666666667,0.8,0.7049180327868853,1.0,0.7777777777777778,1.0,0.8507462686567164,0.9107142857142857,0.9855072463768116,0.7727272727272727,0.9222222222222223,1.0,1.0,0.9902912621359223,0.0,1.0,0.7380952380952381,0.0,0.8571428571428571,1.0,1.0,0.8767123287671232,0.0,1.0,0.5,0.45714285714285713,0.7083333333333334,0.5714285714285714,0.9594594594594594,0.8484848484848485,0.872093023255814,0.42857142857142855,1.0,1.0,1.0,1.0,0.6595744680851063,0.0,0.9782608695652174,0.5714285714285714,1.0,1.0
36000,0.23076923076923078,0.725,0.0,0.7678571428571429,0.8666666666666667,0.8,0.2786885245901639,1.0,0.6666666666666666,1.0,0.7611940298507462,0.9107142857142857,0.9710144927536232,0.3181818181818182,0.9,1.0,0.6666666666666666,0.9902912621359223,0.0,1.0,0.2857142857142857,0.0,0.9047619047619048,0.5555555555555556,1.0,0.8493150684931506,0.0,1.0,0.0,0.2857142857142857,0.5833333333333334,0.7857142857142857,0.9324324324324325,0.7676767676767676,0.7674418604651163,0.14285714285714285,0.75,0.0,0.6,0.6666666666666666,0.2765957446808511,0.0,0.9782608695652174,0.14285714285714285,0.9883720930232558,1.0
37000,0.8461538461538461,0.875,0.125,0.9285714285714286,0.9333333333333333,0.8,0.6229508196721312,1.0,0.7777777777777778,1.0,0.8507462686567164,0.9107142857142857,1.0,0.7272727272727273,0.9666666666666667,1.0,1.0,1.0,0.0,1.0,0.8095238095238095,0.0,0.9523809523809523,1.0,1.0,0.9178082191780822,0.875,1.0,0.0,0.8285714285714286,0.9791666666666666,0.9285714285714286,0.972972972972973,0.8888888888888888,0.9302325581395349,0.8571428571428571,1.0,1.0,1.0,1.0,0.8936170212765957,0.0,0.9782608695652174,0.42857142857142855,1.0,1.0
38000,0.8974358974358975,0.925,0.25,0.9821428571428571,0.8666666666666667,0.8,0.7377049180327869,1.0,0.8888888888888888,1.0,0.8955223880597015,0.9285714285714286,1.0,0.6818181818181818,0.9333333333333333,1.0,1.0,1.0,0.0,1.0,0.8809523809523809,0.0,0.9523809523809523,1.0,1.0,0.9178082191780822,0.875,1.0,0.16666666666666666,0.9142857142857143,0.8958333333333334,0.8571428571428571,0.972972972972973,0.9090909090909091,0.9069767441860465,0.8571428571428571,1.0,1.0,0.8,1.0,0.8297872340425532,0.0,0.9891304347826086,0.8571428571428571,1.0,1.0
39000,0.8205128205128205,0.925,0.875,0.9642857142857143,0.9333333333333333,0.8,0.8032786885245902,1.0,0.7777777777777778,1.0,0.9402985074626866,0.9642857142857143,1.0,0.8181818181818182,0.9555555555555556,1.0,1.0,1.0,0.1111111111111111,1.0,0.8571428571428571,0.5,0.9523809523809523,1.0,1.0,0.9315068493150684,0.875,1.0,0.5,0.9428571428571428,1.0,0.9285714285714286,0.972972972972973,0.9494949494949495,0.9186046511627907,0.8571428571428571,1.0,1.0,1.0,1.0,0.9574468085106383,0.7142857142857143,0.9891304347826086,0.5714285714285714,1.0,1.0
